,index_code,con_code,trade_date,weight
0,399001.SZ,002308.SZ,20160831,0.1567
1,399001.SZ,300295.SZ,20160831,0.0643
2,399001.SZ,002668.SZ,20160831,0.1152
3,399001.SZ,002019.SZ,20160831,0.1226
4,399001.SZ,002130.SZ,20160831,0.1033
5,399001.SZ,000620.SZ,20160831,0.1301
6,399001.SZ,000690.SZ,20160831,0.196
7,399001.SZ,002721.SZ,20160831,0.0946
8,399001.SZ,002067.SZ,20160831,0.1251
9,399001.SZ,000979.SZ,20160831,0.1606
10,399001.SZ,300026.SZ,20160831,0.167
11,399001.SZ,000400.SZ,20160831,0.1699
12,399001.SZ,002244.SZ,20160831,0.1276
13,399001.SZ,300352.SZ,20160831,0.0898
14,399001.SZ,002439.SZ,20160831,0.1946
15,399001.SZ,000566.SZ,20160831,0.2035
16,399001.SZ,002739.SZ,20160831,0.55
17,399001.SZ,300009.SZ,20160831,0.1403
18,399001.SZ,002396.SZ,20160831,0.1075
19,399001.SZ,002426.SZ,20160831,0.2453
20,399001.SZ,300015.SZ,20160831,0.2061
21,399001.SZ,300027.SZ,20160831,0.3533
22,399001.SZ,002025.SZ,20160831,0.1058
23,399001.SZ,000762.SZ,20160831,0.1444
24,399001.SZ,002640.SZ,20160831,0.1177
25,399001.SZ,000061.SZ,20160831,0.1605
26,399001.SZ,002358.SZ,20160831,0.1016
27,399001.SZ,300011.SZ,20160831,0.0932
28,399001.SZ,002471.SZ,20160831,0.1075
29,399001.SZ,002049.SZ,20160831,0.2255
30,399001.SZ,002653.SZ,20160831,0.0553
31,399001.SZ,300104.SZ,20160831,0.8484
32,399001.SZ,002385.SZ,20160831,0.2917
33,399001.SZ,000751.SZ,20160831,0.118
34,399001.SZ,000060.SZ,20160831,0.2889
35,399001.SZ,002589.SZ,20160831,0.1163
36,399001.SZ,000725.SZ,20160831,1.0527
37,399001.SZ,000009.SZ,20160831,0.3671
38,399001.SZ,002375.SZ,20160831,0.1348
39,399001.SZ,002522.SZ,20160831,0.1746
40,399001.SZ,300191.SZ,20160831,0.0703
41,399001.SZ,300122.SZ,20160831,0.1192
42,399001.SZ,000158.SZ,20160831,0.1053
43,399001.SZ,000592.SZ,20160831,0.1722
44,399001.SZ,002407.SZ,20160831,0.3231
45,399001.SZ,300098.SZ,20160831,0.1146
46,399001.SZ,002572.SZ,20160831,0.2383
47,399001.SZ,300222.SZ,20160831,0.0954
48,399001.SZ,002108.SZ,20160831,0.1739
49,399001.SZ,002038.SZ,20160831,0.2328
50,399001.SZ,300251.SZ,20160831,0.1821
51,399001.SZ,002276.SZ,20160831,0.1879
52,399001.SZ,002028.SZ,20160831,0.0973
53,399001.SZ,002658.SZ,20160831,0.0674
54,399001.SZ,000860.SZ,20160831,0.1416
55,399001.SZ,300266.SZ,20160831,0.1765
56,399001.SZ,002672.SZ,20160831,0.1343
57,399001.SZ,300090.SZ,20160831,0.1166
58,399001.SZ,002002.SZ,20160831,0.1118
59,399001.SZ,000733.SZ,20160831,0.1121
60,399001.SZ,002294.SZ,20160831,0.1659
61,399001.SZ,002602.SZ,20160831,0.085
62,399001.SZ,300433.SZ,20160831,0.0973
63,399001.SZ,002269.SZ,20160831,0.0823
64,399001.SZ,000987.SZ,20160831,0.0705
65,399001.SZ,002551.SZ,20160831,0.0889
66,399001.SZ,002310.SZ,20160831,0.2851
67,399001.SZ,300075.SZ,20160831,0.0952
68,399001.SZ,002405.SZ,20160831,0.3294
69,399001.SZ,002078.SZ,20160831,0.1218
70,399001.SZ,002230.SZ,20160831,0.4575
71,399001.SZ,300170.SZ,20160831,0.1531
72,399001.SZ,000100.SZ,20160831,0.4756
73,399001.SZ,001979.SZ,20160831,0.5871
74,399001.SZ,002031.SZ,20160831,0.1128
75,399001.SZ,002181.SZ,20160831,0.0584
76,399001.SZ,002663.SZ,20160831,0.1102
77,399001.SZ,002215.SZ,20160831,0.0895
78,399001.SZ,000166.SZ,20160831,0.7063
79,399001.SZ,000066.SZ,20160831,0.1376
80,399001.SZ,000807.SZ,20160831,0.1186
81,399001.SZ,000547.SZ,20160831,0.189
82,399001.SZ,300159.SZ,20160831,0.1395
83,399001.SZ,002400.SZ,20160831,0.2495
84,399001.SZ,000488.SZ,20160831,0.1355
85,399001.SZ,002421.SZ,20160831,0.1301
86,399001.SZ,300072.SZ,20160831,0.4163
87,399001.SZ,002011.SZ,20160831,0.0988
88,399001.SZ,002024.SZ,20160831,0.7442
89,399001.SZ,000518.SZ,20160831,0.1204
90,399001.SZ,002223.SZ,20160831,0.1982
91,399001.SZ,300287.SZ,20160831,0.1507
92,399001.SZ,002465.SZ,20160831,0.3356
93,399001.SZ,002463.SZ,20160831,0.1051
94,399001.SZ,002041.SZ,20160831,0.1085
95,399001.SZ,300124.SZ,20160831,0.3283
96,399001.SZ,300010.SZ,20160831,0.1427
97,399001.SZ,300085.SZ,20160831,0.1267
98,399001.SZ,002751.SZ,20160831,0.0811
99,399001.SZ,002050.SZ,20160831,0.1344
100,399001.SZ,002241.SZ,20160831,0.4309
101,399001.SZ,002055.SZ,20160831,0.143
102,399001.SZ,002252.SZ,20160831,0.3582
103,399001.SZ,000519.SZ,20160831,0.1163
104,399001.SZ,002353.SZ,20160831,0.1477
105,399001.SZ,002717.SZ,20160831,0.0728
106,399001.SZ,000630.SZ,20160831,0.2827
107,399001.SZ,300166.SZ,20160831,0.1688
108,399001.SZ,000882.SZ,20160831,0.1224
109,399001.SZ,300053.SZ,20160831,0.1209
110,399001.SZ,000651.SZ,20160831,1.432
111,399001.SZ,002489.SZ,20160831,0.1294
112,399001.SZ,002271.SZ,20160831,0.204
113,399001.SZ,000917.SZ,20160831,0.3432
114,399001.SZ,000727.SZ,20160831,0.17
115,399001.SZ,000926.SZ,20160831,0.1245
116,399001.SZ,002197.SZ,20160831,0.0951
117,399001.SZ,000937.SZ,20160831,0.1228
118,399001.SZ,002280.SZ,20160831,0.2184
119,399001.SZ,000078.SZ,20160831,0.1838
120,399001.SZ,002056.SZ,20160831,0.1068
121,399001.SZ,300207.SZ,20160831,0.1424
122,399001.SZ,000661.SZ,20160831,0.2523
123,399001.SZ,000157.SZ,20160831,0.3413
124,399001.SZ,300336.SZ,20160831,0.0992
125,399001.SZ,300238.SZ,20160831,0.1503
126,399001.SZ,000601.SZ,20160831,0.161
127,399001.SZ,002416.SZ,20160831,0.0911
128,399001.SZ,300339.SZ,20160831,0.0824
129,399001.SZ,300002.SZ,20160831,0.1941
130,399001.SZ,002376.SZ,20160831,0.0982
131,399001.SZ,002179.SZ,20160831,0.2076
132,399001.SZ,000776.SZ,20160831,0.8657
133,399001.SZ,300024.SZ,20160831,0.458
134,399001.SZ,002493.SZ,20160831,0.0561
135,399001.SZ,002326.SZ,20160831,0.1378
136,399001.SZ,000090.SZ,20160831,0.0896
137,399001.SZ,002153.SZ,20160831,0.1424
138,399001.SZ,002023.SZ,20160831,0.1638
139,399001.SZ,000503.SZ,20160831,0.6085
140,399001.SZ,000806.SZ,20160831,0.2016
141,399001.SZ,002630.SZ,20160831,0.1144
142,399001.SZ,002556.SZ,20160831,0.0733
143,399001.SZ,002047.SZ,20160831,0.1476
144,399001.SZ,300271.SZ,20160831,0.1531
145,399001.SZ,002467.SZ,20160831,0.1328
146,399001.SZ,000816.SZ,20160831,0.1111
147,399001.SZ,300074.SZ,20160831,0.0707
148,399001.SZ,002741.SZ,20160831,0.0526
149,399001.SZ,002268.SZ,20160831,0.1343
150,399001.SZ,000338.SZ,20160831,0.3677
151,399001.SZ,002460.SZ,20160831,0.2766
152,399001.SZ,000767.SZ,20160831,0.0659
153,399001.SZ,300369.SZ,20160831,0.0844
154,399001.SZ,002714.SZ,20160831,0.153
155,399001.SZ,300134.SZ,20160831,0.1189
156,399001.SZ,300077.SZ,20160831,0.1759
157,399001.SZ,002221.SZ,20160831,0.1892
158,399001.SZ,000650.SZ,20160831,0.1179
159,399001.SZ,002325.SZ,20160831,0.1322
160,399001.SZ,300133.SZ,20160831,0.1707
161,399001.SZ,002456.SZ,20160831,0.474
162,399001.SZ,002224.SZ,20160831,0.1463
163,399001.SZ,300058.SZ,20160831,0.2409
164,399001.SZ,002482.SZ,20160831,0.0822
165,399001.SZ,002690.SZ,20160831,0.0885
166,399001.SZ,000069.SZ,20160831,0.4075
167,399001.SZ,300347.SZ,20160831,0.1663
168,399001.SZ,000997.SZ,20160831,0.2271
169,399001.SZ,300171.SZ,20160831,0.0766
170,399001.SZ,002583.SZ,20160831,0.134
171,399001.SZ,300005.SZ,20160831,0.086
172,399001.SZ,002588.SZ,20160831,0.1082
173,399001.SZ,002445.SZ,20160831,0.115
174,399001.SZ,002121.SZ,20160831,0.1147
175,399001.SZ,000887.SZ,20160831,0.2408
176,399001.SZ,300203.SZ,20160831,0.159
177,399001.SZ,300083.SZ,20160831,0.0754
178,399001.SZ,000895.SZ,20160831,0.3997
179,399001.SZ,002657.SZ,20160831,0.1502
180,399001.SZ,300039.SZ,20160831,0.1005
181,399001.SZ,000598.SZ,20160831,0.1929
182,399001.SZ,000528.SZ,20160831,0.0954
183,399001.SZ,300156.SZ,20160831,0.2526
184,399001.SZ,000778.SZ,20160831,0.1846
185,399001.SZ,002242.SZ,20160831,0.1019
186,399001.SZ,000697.SZ,20160831,0.1598
187,399001.SZ,002010.SZ,20160831,0.0949
188,399001.SZ,002249.SZ,20160831,0.1215
189,399001.SZ,000666.SZ,20160831,0.1034
190,399001.SZ,000088.SZ,20160831,0.085
191,399001.SZ,000758.SZ,20160831,0.2032
192,399001.SZ,002285.SZ,20160831,0.1264
193,399001.SZ,300257.SZ,20160831,0.0968
194,399001.SZ,002099.SZ,20160831,0.1366
195,399001.SZ,000748.SZ,20160831,0.2502
196,399001.SZ,000555.SZ,20160831,0.1198
197,399001.SZ,002736.SZ,20160831,0.5502
198,399001.SZ,002508.SZ,20160831,0.2291
199,399001.SZ,000876.SZ,20160831,0.2943
200,399001.SZ,000006.SZ,20160831,0.1409
201,399001.SZ,002281.SZ,20160831,0.1114
202,399001.SZ,300096.SZ,20160831,0.1448
203,399001.SZ,000712.SZ,20160831,0.175
204,399001.SZ,000050.SZ,20160831,0.1958
205,399001.SZ,002001.SZ,20160831,0.1996
206,399001.SZ,000687.SZ,20160831,0.153
207,399001.SZ,002390.SZ,20160831,0.1267
208,399001.SZ,000021.SZ,20160831,0.1465
209,399001.SZ,002410.SZ,20160831,0.1841
210,399001.SZ,002236.SZ,20160831,0.3897
211,399001.SZ,000423.SZ,20160831,0.5645
212,399001.SZ,000875.SZ,20160831,0.1195
213,399001.SZ,000750.SZ,20160831,0.2753
214,399001.SZ,000652.SZ,20160831,0.1035
215,399001.SZ,300253.SZ,20160831,0.2282
216,399001.SZ,002170.SZ,20160831,0.1024
217,399001.SZ,000402.SZ,20160831,0.2947
218,399001.SZ,002266.SZ,20160831,0.1316
219,399001.SZ,002048.SZ,20160831,0.1618
220,399001.SZ,000656.SZ,20160831,0.2322
221,399001.SZ,000973.SZ,20160831,0.1271
222,399001.SZ,002339.SZ,20160831,0.0896
223,399001.SZ,000869.SZ,20160831,0.0788
224,399001.SZ,000848.SZ,20160831,0.1225
225,399001.SZ,002036.SZ,20160831,0.0819
226,399001.SZ,000031.SZ,20160831,0.1911
227,399001.SZ,002595.SZ,20160831,0.1284
228,399001.SZ,002625.SZ,20160831,0.1006
229,399001.SZ,002437.SZ,20160831,0.114
230,399001.SZ,002202.SZ,20160831,0.4589
231,399001.SZ,300079.SZ,20160831,0.1811
232,399001.SZ,002303.SZ,20160831,0.1521
233,399001.SZ,000410.SZ,20160831,0.1568
234,399001.SZ,000709.SZ,20160831,0.2596
235,399001.SZ,002312.SZ,20160831,0.1619
236,399001.SZ,002143.SZ,20160831,0.0612
237,399001.SZ,002128.SZ,20160831,0.0877
238,399001.SZ,002512.SZ,20160831,0.11
239,399001.SZ,002470.SZ,20160831,0.2107
240,399001.SZ,000801.SZ,20160831,0.1108
241,399001.SZ,000851.SZ,20160831,0.125
242,399001.SZ,000600.SZ,20160831,0.1037
243,399001.SZ,002176.SZ,20160831,0.2265
244,399001.SZ,300001.SZ,20160831,0.1478
245,399001.SZ,002488.SZ,20160831,0.0936
246,399001.SZ,002701.SZ,20160831,0.2242
247,399001.SZ,300333.SZ,20160831,0.0893
248,399001.SZ,000627.SZ,20160831,0.1646
249,399001.SZ,002018.SZ,20160831,0.1518
250,399001.SZ,000587.SZ,20160831,0.1155
251,399001.SZ,002773.SZ,20160831,0.0651
252,399001.SZ,002261.SZ,20160831,0.1126
253,399001.SZ,000931.SZ,20160831,0.08
254,399001.SZ,002123.SZ,20160831,0.1256
255,399001.SZ,002146.SZ,20160831,0.1653
256,399001.SZ,300144.SZ,20160831,0.2501
257,399001.SZ,002429.SZ,20160831,0.0938
258,399001.SZ,300055.SZ,20160831,0.1877
259,399001.SZ,300003.SZ,20160831,0.2823
260,399001.SZ,300216.SZ,20160831,0.1251
261,399001.SZ,002544.SZ,20160831,0.1672
262,399001.SZ,000425.SZ,20160831,0.2445
263,399001.SZ,300226.SZ,20160831,0.0982
264,399001.SZ,000516.SZ,20160831,0.1795
265,399001.SZ,002284.SZ,20160831,0.1304
266,399001.SZ,000858.SZ,20160831,1.095
267,399001.SZ,002029.SZ,20160831,0.0876
268,399001.SZ,000572.SZ,20160831,0.1056
