,index_code,con_code,trade_date,weight
0,000001.SH,603306.SH,20160729,0.026
1,000001.SH,601098.SH,20160729,0.132
2,000001.SH,900912.SH,20160729,0.009
3,000001.SH,600692.SH,20160729,0.021
4,000001.SH,603718.SH,20160729,0.046
5,000001.SH,600090.SH,20160729,0.07
6,000001.SH,600811.SH,20160729,0.076
7,000001.SH,900951.SH,20160729,0.003
8,000001.SH,600897.SH,20160729,0.025
9,000001.SH,600551.SH,20160729,0.038
10,000001.SH,600612.SH,20160729,0.055
11,000001.SH,600979.SH,20160729,0.022
12,000001.SH,600243.SH,20160729,0.017
13,000001.SH,600469.SH,20160729,0.022
14,000001.SH,600682.SH,20160729,0.084
15,000001.SH,600582.SH,20160729,0.072
16,000001.SH,603085.SH,20160729,0.016
17,000001.SH,601117.SH,20160729,0.109
18,000001.SH,600845.SH,20160729,0.047
19,000001.SH,600616.SH,20160729,0.021
20,000001.SH,600615.SH,20160729,0.014
21,000001.SH,600664.SH,20160729,0.081
22,000001.SH,900948.SH,20160729,0.025
23,000001.SH,600877.SH,20160729,0.02
24,000001.SH,600371.SH,20160729,0.013
25,000001.SH,600348.SH,20160729,0.064
26,000001.SH,600650.SH,20160729,0.043
27,000001.SH,600123.SH,20160729,0.032
28,000001.SH,600894.SH,20160729,0.049
29,000001.SH,603011.SH,20160729,0.019
30,000001.SH,601398.SH,20160729,4.513
31,000001.SH,600233.SH,20160729,0.028
32,000001.SH,601111.SH,20160729,0.274
33,000001.SH,600857.SH,20160729,0.012
34,000001.SH,600713.SH,20160729,0.032
35,000001.SH,600841.SH,20160729,0.029
36,000001.SH,603199.SH,20160729,0.017
37,000001.SH,600759.SH,20160729,0.072
38,000001.SH,600975.SH,20160729,0.024
39,000001.SH,603339.SH,20160729,0.036
40,000001.SH,600651.SH,20160729,0.047
41,000001.SH,900935.SH,20160729,0.007
42,000001.SH,600462.SH,20160729,0.015
43,000001.SH,600685.SH,20160729,0.091
44,000001.SH,600333.SH,20160729,0.021
45,000001.SH,601333.SH,20160729,0.09
46,000001.SH,600581.SH,20160729,0.012
47,000001.SH,600796.SH,20160729,0.011
48,000001.SH,600995.SH,20160729,0.019
49,000001.SH,603299.SH,20160729,0.039
50,000001.SH,601866.SH,20160729,0.124
51,000001.SH,601222.SH,20160729,0.071
52,000001.SH,601198.SH,20160729,0.217
53,000001.SH,600543.SH,20160729,0.017
54,000001.SH,603126.SH,20160729,0.026
55,000001.SH,603798.SH,20160729,0.024
56,000001.SH,600706.SH,20160729,0.013
57,000001.SH,600519.SH,20160729,1.531
58,000001.SH,600097.SH,20160729,0.015
59,000001.SH,601566.SH,20160729,0.036
60,000001.SH,600115.SH,20160729,0.266
61,000001.SH,600641.SH,20160729,0.04
62,000001.SH,600239.SH,20160729,0.021
63,000001.SH,600057.SH,20160729,0.049
64,000001.SH,601996.SH,20160729,0.014
65,000001.SH,600439.SH,20160729,0.021
66,000001.SH,600169.SH,20160729,0.037
67,000001.SH,601225.SH,20160729,0.221
