,index_code,con_code,trade_date,weight
0,399300.SZ,600570.SH,20160129,0.254
1,399300.SZ,600104.SH,20160129,0.793
2,399300.SZ,002399.SZ,20160129,0.082
3,399300.SZ,300144.SZ,20160129,0.17
4,399300.SZ,601231.SH,20160129,0.041
5,399300.SZ,600153.SH,20160129,0.379
6,399300.SZ,300315.SZ,20160129,0.23
7,399300.SZ,300133.SZ,20160129,0.118
8,399300.SZ,600256.SH,20160129,0.172
9,399300.SZ,300251.SZ,20160129,0.114
10,399300.SZ,000402.SZ,20160129,0.166
11,399300.SZ,000630.SZ,20160129,0.126
12,399300.SZ,600373.SH,20160129,0.141
13,399300.SZ,000333.SZ,20160129,0.75
14,399300.SZ,000046.SZ,20160129,0.176
15,399300.SZ,000825.SZ,20160129,0.101
16,399300.SZ,000937.SZ,20160129,0.065
17,399300.SZ,300124.SZ,20160129,0.214
18,399300.SZ,002736.SZ,20160129,0.231
19,399300.SZ,600115.SH,20160129,0.265
20,399300.SZ,600547.SH,20160129,0.153
21,399300.SZ,000800.SZ,20160129,0.131
22,399300.SZ,002500.SZ,20160129,0.153
23,399300.SZ,600535.SH,20160129,0.277
24,399300.SZ,000826.SZ,20160129,0.184
25,399300.SZ,000983.SZ,20160129,0.145
26,399300.SZ,601898.SH,20160129,0.113
27,399300.SZ,600031.SH,20160129,0.236
28,399300.SZ,600023.SH,20160129,0.182
29,399300.SZ,000629.SZ,20160129,0.149
30,399300.SZ,600873.SH,20160129,0.219
31,399300.SZ,601099.SH,20160129,0.357
32,399300.SZ,002450.SZ,20160129,0.495
33,399300.SZ,000729.SZ,20160129,0.122
34,399300.SZ,002673.SZ,20160129,0.348
35,399300.SZ,600578.SH,20160129,0.108
36,399300.SZ,300146.SZ,20160129,0.114
37,399300.SZ,000712.SZ,20160129,0.113
38,399300.SZ,600717.SH,20160129,0.091
39,399300.SZ,000876.SZ,20160129,0.255
40,399300.SZ,601186.SH,20160129,0.448
41,399300.SZ,600900.SH,20160129,0.772
42,399300.SZ,601390.SH,20160129,0.573
43,399300.SZ,600372.SH,20160129,0.124
44,399300.SZ,000039.SZ,20160129,0.126
45,399300.SZ,600008.SH,20160129,0.085
46,399300.SZ,601179.SH,20160129,0.137
47,399300.SZ,000651.SZ,20160129,1.16
48,399300.SZ,600011.SH,20160129,0.371
49,399300.SZ,601006.SH,20160129,0.521
50,399300.SZ,601699.SH,20160129,0.109
51,399300.SZ,600317.SH,20160129,0.084
52,399300.SZ,600208.SH,20160129,0.134
53,399300.SZ,601866.SH,20160129,0.174
54,399300.SZ,600718.SH,20160129,0.209
55,399300.SZ,000425.SZ,20160129,0.162
56,399300.SZ,000100.SZ,20160129,0.398
57,399300.SZ,600029.SH,20160129,0.286
58,399300.SZ,601258.SH,20160129,0.118
59,399300.SZ,600315.SH,20160129,0.211
60,399300.SZ,600887.SH,20160129,1.041
61,399300.SZ,600867.SH,20160129,0.236
62,399300.SZ,000063.SZ,20160129,0.435
63,399300.SZ,600600.SH,20160129,0.099
64,399300.SZ,600352.SH,20160129,0.228
65,399300.SZ,002007.SZ,20160129,0.164
66,399300.SZ,002465.SZ,20160129,0.369
67,399300.SZ,000598.SZ,20160129,0.118
68,399300.SZ,300024.SZ,20160129,0.316
