,index_code,con_code,trade_date,weight
0,399300.SZ,000400.SZ,20160429,0.111
1,399300.SZ,000983.SZ,20160429,0.161
2,399300.SZ,601555.SH,20160429,0.309
3,399300.SZ,601888.SH,20160429,0.206
4,399300.SZ,601231.SH,20160429,0.036
5,399300.SZ,601788.SH,20160429,0.243
6,399300.SZ,002736.SZ,20160429,0.226
7,399300.SZ,002465.SZ,20160429,0.242
8,399300.SZ,002450.SZ,20160429,0.523
9,399300.SZ,600332.SH,20160429,0.141
10,399300.SZ,600703.SH,20160429,0.297
11,399300.SZ,600350.SH,20160429,0.044
12,399300.SZ,601607.SH,20160429,0.25
13,399300.SZ,601727.SH,20160429,0.291
14,399300.SZ,002673.SZ,20160429,0.316
15,399300.SZ,002739.SZ,20160429,0.118
16,399300.SZ,002065.SZ,20160429,0.235
17,399300.SZ,600089.SH,20160429,0.271
18,399300.SZ,600115.SH,20160429,0.247
19,399300.SZ,000776.SZ,20160429,0.56
20,399300.SZ,000540.SZ,20160429,0.156
21,399300.SZ,601857.SH,20160429,0.431
22,399300.SZ,000768.SZ,20160429,0.231
23,399300.SZ,600415.SH,20160429,0.23
24,399300.SZ,600783.SH,20160429,0.081
25,399300.SZ,600000.SH,20160429,2.096
26,399300.SZ,002129.SZ,20160429,0.131
27,399300.SZ,000063.SZ,20160429,0.402
28,399300.SZ,000503.SZ,20160429,0.25
29,399300.SZ,000069.SZ,20160429,0.261
30,399300.SZ,600196.SH,20160429,0.265
31,399300.SZ,601969.SH,20160429,0.03
32,399300.SZ,600893.SH,20160429,0.34
33,399300.SZ,600019.SH,20160429,0.329
34,399300.SZ,000630.SZ,20160429,0.126
35,399300.SZ,002415.SZ,20160429,0.445
36,399300.SZ,601216.SH,20160429,0.12
37,399300.SZ,601989.SH,20160429,0.692
38,399300.SZ,600717.SH,20160429,0.092
39,399300.SZ,603000.SH,20160429,0.115
40,399300.SZ,000858.SZ,20160429,0.645
41,399300.SZ,600109.SH,20160429,0.284
42,399300.SZ,000559.SZ,20160429,0.21
43,399300.SZ,601238.SH,20160429,0.147
44,399300.SZ,601633.SH,20160429,0.122
45,399300.SZ,001979.SZ,20160429,0.403
46,399300.SZ,603993.SH,20160429,0.104
47,399300.SZ,600900.SH,20160429,0.974
48,399300.SZ,600104.SH,20160429,0.805
49,399300.SZ,000009.SZ,20160429,0.208
50,399300.SZ,300124.SZ,20160429,0.208
51,399300.SZ,601225.SH,20160429,0.117
52,399300.SZ,601601.SH,20160429,1.038
53,399300.SZ,002024.SZ,20160429,0.588
54,399300.SZ,000625.SZ,20160429,0.432
55,399300.SZ,600048.SH,20160429,0.691
56,399300.SZ,601928.SH,20160429,0.097
57,399300.SZ,600111.SH,20160429,0.35
58,399300.SZ,600406.SH,20160429,0.244
59,399300.SZ,601919.SH,20160429,0.208
60,399300.SZ,002594.SZ,20160429,0.476
61,399300.SZ,600177.SH,20160429,0.279
62,399300.SZ,002292.SZ,20160429,0.204
63,399300.SZ,600875.SH,20160429,0.148
64,399300.SZ,601985.SH,20160429,0.396
65,399300.SZ,600100.SH,20160429,0.26
66,399300.SZ,600642.SH,20160429,0.161
67,399300.SZ,601668.SH,20160429,0.989
68,399300.SZ,600030.SH,20160429,1.548
69,399300.SZ,600252.SH,20160429,0.156
70,399300.SZ,600886.SH,20160429,0.266
71,399300.SZ,002153.SZ,20160429,0.104
72,399300.SZ,000156.SZ,20160429,0.03
73,399300.SZ,002241.SZ,20160429,0.314
74,399300.SZ,600362.SH,20160429,0.138
75,399300.SZ,600535.SH,20160429,0.273
76,399300.SZ,002375.SZ,20160429,0.091
77,399300.SZ,600309.SH,20160429,0.209
78,399300.SZ,600649.SH,20160429,0.262
79,399300.SZ,300024.SZ,20160429,0.344
80,399300.SZ,601628.SH,20160429,0.432
81,399300.SZ,000402.SZ,20160429,0.161
82,399300.SZ,600016.SH,20160429,3.288
83,399300.SZ,002294.SZ,20160429,0.105
84,399300.SZ,600153.SH,20160429,0.352
85,399300.SZ,000963.SZ,20160429,0.2
86,399300.SZ,600221.SH,20160429,0.217
87,399300.SZ,601179.SH,20160429,0.134
88,399300.SZ,601009.SH,20160429,0.406
89,399300.SZ,601166.SH,20160429,2.572
90,399300.SZ,000539.SZ,20160429,0.06
91,399300.SZ,000783.SZ,20160429,0.372
92,399300.SZ,600839.SH,20160429,0.162
93,399300.SZ,601898.SH,20160429,0.113
94,399300.SZ,600578.SH,20160429,0.079
95,399300.SZ,601186.SH,20160429,0.431
96,399300.SZ,601688.SH,20160429,0.68
97,399300.SZ,600170.SH,20160429,0.108
98,399300.SZ,002236.SZ,20160429,0.289
99,399300.SZ,000778.SZ,20160429,0.133
100,399300.SZ,600739.SH,20160429,0.232
101,399300.SZ,600600.SH,20160429,0.097
102,399300.SZ,000001.SZ,20160429,0.724
103,399300.SZ,000709.SZ,20160429,0.163
104,399300.SZ,600837.SH,20160429,1.455
105,399300.SZ,600256.SH,20160429,0.174
106,399300.SZ,600633.SH,20160429,0.111
107,399300.SZ,601600.SH,20160429,0.276
108,399300.SZ,600585.SH,20160429,0.387
109,399300.SZ,600008.SH,20160429,0.094
110,399300.SZ,601991.SH,20160429,0.151
111,399300.SZ,002202.SZ,20160429,0.295
112,399300.SZ,000895.SZ,20160429,0.244
113,399300.SZ,600674.SH,20160429,0.223
114,399300.SZ,300315.SZ,20160429,0.215
115,399300.SZ,601021.SH,20160429,0.133
116,399300.SZ,601117.SH,20160429,0.131
117,399300.SZ,601988.SH,20160429,0.845
118,399300.SZ,600485.SH,20160429,0.256
119,399300.SZ,601608.SH,20160429,0.092
120,399300.SZ,000898.SZ,20160429,0.092
121,399300.SZ,600028.SH,20160429,0.612
122,399300.SZ,600873.SH,20160429,0.204
123,399300.SZ,600705.SH,20160429,0.295
124,399300.SZ,002008.SZ,20160429,0.22
125,399300.SZ,000831.SZ,20160429,0.119
126,399300.SZ,600188.SH,20160429,0.049
127,399300.SZ,601018.SH,20160429,0.273
128,399300.SZ,600118.SH,20160429,0.228
129,399300.SZ,601992.SH,20160429,0.126
130,399300.SZ,600066.SH,20160429,0.326
131,399300.SZ,000629.SZ,20160429,0.153
132,399300.SZ,600795.SH,20160429,0.347
133,399300.SZ,000883.SZ,20160429,0.104
134,399300.SZ,601098.SH,20160429,0.15
135,399300.SZ,002081.SZ,20160429,0.161
136,399300.SZ,601669.SH,20160429,0.311
137,399300.SZ,601872.SH,20160429,0.128
138,399300.SZ,000415.SZ,20160429,0.151
139,399300.SZ,000568.SZ,20160429,0.197
140,399300.SZ,600029.SH,20160429,0.255
141,399300.SZ,600998.SH,20160429,0.07
142,399300.SZ,600036.SH,20160429,2.191
143,399300.SZ,601766.SH,20160429,1.037
144,399300.SZ,000061.SZ,20160429,0.125
145,399300.SZ,601158.SH,20160429,0.048
146,399300.SZ,600010.SH,20160429,0.355
147,399300.SZ,000002.SZ,20160429,2.268
148,399300.SZ,601808.SH,20160429,0.093
149,399300.SZ,000826.SZ,20160429,0.19
150,399300.SZ,002410.SZ,20160429,0.106
151,399300.SZ,600166.SH,20160429,0.104
152,399300.SZ,600588.SH,20160429,0.133
153,399300.SZ,600827.SH,20160429,0.122
154,399300.SZ,601258.SH,20160429,0.11
155,399300.SZ,601336.SH,20160429,0.299
156,399300.SZ,000729.SZ,20160429,0.12
157,399300.SZ,000937.SZ,20160429,0.08
158,399300.SZ,002304.SZ,20160429,0.488
159,399300.SZ,601169.SH,20160429,1.249
160,399300.SZ,600373.SH,20160429,0.137
161,399300.SZ,601958.SH,20160429,0.089
162,399300.SZ,601398.SH,20160429,1.099
163,399300.SZ,600518.SH,20160429,0.546
164,399300.SZ,600157.SH,20160429,0.177
165,399300.SZ,000157.SZ,20160429,0.225
166,399300.SZ,600352.SH,20160429,0.255
167,399300.SZ,600027.SH,20160429,0.154
168,399300.SZ,300133.SZ,20160429,0.135
169,399300.SZ,600271.SH,20160429,0.353
170,399300.SZ,600660.SH,20160429,0.241
171,399300.SZ,000793.SZ,20160429,0.18
172,399300.SZ,002230.SZ,20160429,0.3
173,399300.SZ,600741.SH,20160429,0.225
174,399300.SZ,600887.SH,20160429,1.091
175,399300.SZ,600011.SH,20160429,0.376
176,399300.SZ,000800.SZ,20160429,0.123
177,399300.SZ,600637.SH,20160429,0.564
178,399300.SZ,601377.SH,20160429,0.529
179,399300.SZ,600005.SH,20160429,0.16
180,399300.SZ,603288.SH,20160429,0.093
181,399300.SZ,000728.SZ,20160429,0.236
182,399300.SZ,600015.SH,20160429,0.65
183,399300.SZ,600317.SH,20160429,0.083
184,399300.SZ,601106.SH,20160429,0.169
185,399300.SZ,601933.SH,20160429,0.207
186,399300.SZ,000338.SZ,20160429,0.233
187,399300.SZ,601939.SH,20160429,0.377
188,399300.SZ,600549.SH,20160429,0.122
189,399300.SZ,000538.SZ,20160429,0.377
190,399300.SZ,300146.SZ,20160429,0.096
191,399300.SZ,601618.SH,20160429,0.232
192,399300.SZ,002146.SZ,20160429,0.108
193,399300.SZ,300027.SZ,20160429,0.321
194,399300.SZ,600372.SH,20160429,0.12
195,399300.SZ,601198.SH,20160429,0.145
196,399300.SZ,603885.SH,20160429,0.044
197,399300.SZ,000333.SZ,20160429,0.819
198,399300.SZ,300003.SZ,20160429,0.183
199,399300.SZ,000046.SZ,20160429,0.185
200,399300.SZ,600038.SH,20160429,0.112
201,399300.SZ,600519.SH,20160429,1.51
202,399300.SZ,002385.SZ,20160429,0.205
203,399300.SZ,300059.SZ,20160429,0.523
204,399300.SZ,000166.SZ,20160429,0.448
205,399300.SZ,600570.SH,20160429,0.323
206,399300.SZ,000413.SZ,20160429,0.162
207,399300.SZ,300251.SZ,20160429,0.134
208,399300.SZ,600820.SH,20160429,0.172
209,399300.SZ,000792.SZ,20160429,0.156
210,399300.SZ,000425.SZ,20160429,0.171
211,399300.SZ,601998.SH,20160429,0.215
212,399300.SZ,600276.SH,20160429,0.656
213,399300.SZ,601118.SH,20160429,0.085
214,399300.SZ,002422.SZ,20160429,0.162
215,399300.SZ,600547.SH,20160429,0.26
216,399300.SZ,000423.SZ,20160429,0.288
217,399300.SZ,002500.SZ,20160429,0.164
218,399300.SZ,600663.SH,20160429,0.188
219,399300.SZ,600369.SH,20160429,0.272
220,399300.SZ,300015.SZ,20160429,0.149
221,399300.SZ,600863.SH,20160429,0.112
222,399300.SZ,600489.SH,20160429,0.2
223,399300.SZ,000825.SZ,20160429,0.093
224,399300.SZ,600383.SH,20160429,0.327
225,399300.SZ,600009.SH,20160429,0.314
226,399300.SZ,000651.SZ,20160429,1.107
227,399300.SZ,600021.SH,20160429,0.111
228,399300.SZ,601288.SH,20160429,1.427
229,399300.SZ,601006.SH,20160429,0.465
230,399300.SZ,000060.SZ,20160429,0.167
231,399300.SZ,600031.SH,20160429,0.246
232,399300.SZ,002195.SZ,20160429,0.082
233,399300.SZ,600959.SH,20160429,0.101
234,399300.SZ,002475.SZ,20160429,0.169
235,399300.SZ,600018.SH,20160429,0.191
236,399300.SZ,600648.SH,20160429,0.08
237,399300.SZ,601318.SH,20160429,4.153
238,399300.SZ,601328.SH,20160429,1.516
239,399300.SZ,601333.SH,20160429,0.171
240,399300.SZ,601718.SH,20160429,0.15
241,399300.SZ,600085.SH,20160429,0.229
242,399300.SZ,601901.SH,20160429,0.37
243,399300.SZ,000581.SZ,20160429,0.111
244,399300.SZ,600867.SH,20160429,0.24
245,399300.SZ,000027.SZ,20160429,0.097
246,399300.SZ,000999.SZ,20160429,0.101
247,399300.SZ,000738.SZ,20160429,0.147
248,399300.SZ,600895.SH,20160429,0.188
249,399300.SZ,601111.SH,20160429,0.208
250,399300.SZ,600690.SH,20160429,0.305
251,399300.SZ,601818.SH,20160429,0.695
252,399300.SZ,002470.SZ,20160429,0.119
253,399300.SZ,300070.SZ,20160429,0.298
254,399300.SZ,600804.SH,20160429,0.253
255,399300.SZ,000686.SZ,20160429,0.207
256,399300.SZ,601899.SH,20160429,0.364
257,399300.SZ,600208.SH,20160429,0.12
258,399300.SZ,300002.SZ,20160429,0.122
259,399300.SZ,600150.SH,20160429,0.187
260,399300.SZ,601390.SH,20160429,0.5
261,399300.SZ,300144.SZ,20160429,0.187
262,399300.SZ,600958.SH,20160429,0.228
263,399300.SZ,300058.SZ,20160429,0.201
264,399300.SZ,600050.SH,20160429,0.41
265,399300.SZ,600023.SH,20160429,0.176
